Plot_name,acac1,acacme,acacri,acaldi,acalma,ade1tr,aegian,aegipa,albiad,albigu,albipr,alch3,alch4,alchco,alchla,alibed,allo2,allops,alsebl,amai1,amai2,amaico,amaima,amaipe,amp1is,amp1la,amp1sp,ampeed,ampema,ana1,anacex,andiin,anib1,anib2,anibho,ann1,annoac,annoha,annomo,annopi,annopu,annosp,antitr,apeime,apeiti,aphede,aphesi,appuse,ardi11,ardi15,ardi5,ardi6,ardi7,ardi9,ardiba,ardidu,ardife,ardigl,ardigu,ardiop,ardire,artoal,aspicr,aspime,ast1al,ast1st,ast2gr,bactba,bactc1,bactc2,bactm1,bactma,bactpa,banagu,beilpe,beilsu,beilti,bellpe,bertgu,beslro,billco,bixaor,bligsa,boro1,boropa,bourco,brosal,brosco,brosgu,brosla,brosut,buchca,bunc1,buncod,burssi,byrsc1,byrscr,byrsne,byrssp,caesco,cal11,cal1wa,cal2ca,cal3co,calaco,callst,calobr,calolo,calych,calypu,calytu,cappcy,cappdi,cappfr,cappin,cappos,capppi,caragu,carica,carybu,cas1mo,case3,case4,case5,case6,casea1,caseac,casear,casec1,caseco,casegu,caseni,casesy,cassel,castel,cavapl,cecrga,cecrhe,cecrin,cecrlo,cecrob,cecrpe,cedrod,ceibpe,celtsc,cespma,cestla,cestme,cha1pi,cha1te,cha2sc,cheico,chi1pa,chimla,chimpa,chomsp,chr1ec,chr1gl,chr1gr,chr21,chr2ar,chr2ca,chr2co,chr2hi,chr2ve,chroru,citrsi,clarbi,clarra,clavbi,clavco,clavme,clid1,clidd1,clidde,cliddi,clidha,clusdi,cluspr,cnempe,cocc2,cocc4,cocca2,coccca,coccco,coccjo,coccla,coccma,coccmo,coccob,coccpa,cocctu,colugl,coluhe,colusp,compca,compsp,concpl,cono1,conobr,conomo,conoru,copaar,cord6,cord7,cordal,cordbi,cordc1,corddw,cordla,cordlu,cordpa,cordpo,cou21,cou2ce,cou2cu,cou2ho,cou2la,cou2lo,coue1,courpa,couthe,cratta,crem2,crem4,creman,crempa,crospa,crot2,crotbi,crotdr,crotla,crotpa,crotsc,crudac,cryowa,crypas,cupa2,cupa3,cupa5,cupaci,cupagu,cupala,cuparu,cupasc,cupasy,cyatmu,cym1co,cym1la,cyphha,dalbre,dapham,daphco,dendar,dendgl,dendpu,dendse,des2pa,dialgu,dichax,dio2ar,diphro,diptpa,discgu,dryp2,drypam,drypst,duguco,duss1,duss2,duss3,duss4,duss5,duss6,dussat,dussma,dusste,dystpa,ecclla,ela1ni,ela21,elaeol,endlbr,entecy,entesc,erblod,erisbl,ery1co,ery2ci,ery2ma,ery2pa,esch3,esch6,escham,eschan,eschca,eschja,eschpa,eschpi,eschse,euge10,euge13,euge16,euge18,euge19,euge20,euge22,euge26,euge27,euge5,euge6,euge7,euge8,euge9,eugeau,eugeco,eugecr,eugega,eugene,eugeoc,eugeoe,eugepr,eugesa,eugeve,eup2,eutepr,exosme,fara2,faralu,faramu,faraoc,farapa,ficu10,ficu11,ficu12,ficu13,ficu3,ficu4,ficu5,ficu6,ficu8,ficu9,ficubr,ficubu,ficuc1,ficuci,ficuin,ficuma,ficuny,ficuob,ficup1,ficupe,ficupo,ficuto,ficutr,ficuyo,fissfe,gar2in,gar2m1,gar2ma,geniam,geniwi,geonco,geoncu,geonde,geonin,gloebl,gloeen,gloesp,gmelar,gonz1,gonzpa,gonzru,gordbr,griaca,guapco,guapst,guar1,guar2,guar4,guar6,guar8,guargl,guargr,guargu,guarku,guarm1,guarma,guarpt,guarrh,guarsp,guarte,guat5,guat7,guata1,guatab,guatal,guatam,guatdu,guatse,guazul,guetcr,guetfo,guetra,gust1,gustdu,gustfo,gustsu,gyrada,hameax,hamepa,hampap,hassfl,hedysc,heisac,heisco,hel1to,heliam,henrfa,henrsu,henrtr,henrtu,herndi,hernst,herrny,herrpu,hevebr,hip1pa,hirt5,hirtam,hirtgu,hirtla,hirtra,hirttr,hirttu,hortco,humidi,huracr,hybapr,hyeral,hyerob,hym1me,hymeco,hymepi,hypeto,ilexgu,inga11,inga15,inga18,inga24,inga31,inga6,inga7,inga8,ingaac,ingaal,ingabe,ingaca,ingach,ingaci,ingaco,ingadw,ingafa,ingafi,ingago,ingaje,ingale,ingam1,ingam2,ingama,ingami,ingamo,ingap1,ingapa,ingape,ingapu,ingaqu,ingaru,ingas1,ingasa,ingase,ingasi,ingasp,ingast,ingath,ingaum,ingaur,ingav1,ingave,iriade,ixorfl,jac1ca,jac1co,jac2co,jac2sp,laciag,lacmpa,lacmsp,ladema,laetpr,laetth,lafopu,laplfr,lau11,lau13,lau14,lau16,lau17,lau18,lau19,lau4,lau5,lau8,laxote,leandi,leangr,lecoam,lecyam,leongl,lic12,lic1ex,lic1mi,lica1,lica4,licaaf,licaar,licacr,licafa,licahy,licaka,licama,licamo,licapl,lindla,loncat,loncla,loncol,lopida,lozapi,luehse,luehsp,lunapa,mabeoc,mac1co,mac1pi,machbi,maclti,macosp,macrgl,malmdi,malmsp,malois,malpal,mammim,mangin,mani1,manibi,maniza,maprgu,maquco,mar-11,mar-13,mar1do,mar1l1,mar1la,mar1pl,marapa,margno,mataap,matagl,matasc,matiex,matije,matisa,maynod,mayt1,maytsc,mel4,melig1,meligl,meligr,meliid,melioc,mico10,mico14,mico3,mico5,mico9,micoaf,micoar,micoce,micod2,micoel,micoho,micoim,micoli,micomu,micone,micopo,micopr,micopu,micore,micose,micosi,micotr,micoum,micrme,micrve,minqgu,mollda,mollpi,mort1,mortan,mosqja,mour1,mourco,mourex,mourmy,mourpa,muntca,myr21,myr22,myr2fl,myrc4,myrc5,myrc6,myrcfo,myrcga,myrcpa,myrcsp,myrcze,myrilo,myrofr,myrs1,myt11,myt13,myt15,myt16,myt17,myt18,myt19,myt20,myt21,naucca,naucst,naucul,nect11,nect12,nect3,nect9,nectci,nectcu,nectgl,nectma,nectpu,nects1,neea1,neea2,neea3,neea4,neea6,neea7,neeaam,neeade,neeala,nyc1,ochrpy,ocot13,ocot14,ocot17,ocot18,ocot19,ocot5,ocot6,ocot7,ocot9,ocotar,ocotce,ocotde,ocoten,ocotha,ocothe,ocotir,ocotjo,ocotle,ocotob,ocotpa,ocotpu,ocotru,ocotto,ocotve,ocotwh,oenoma,olmeas,oreo2,ormoam,ormocr,ormoma,ostepl,otobac,otobno,otobpa,ouraco,ourakn,ouralu,oxanlo,oxanpa,paligu,panosu,par21,par2am,parkni,parmce,pentco,pentgy,pentma,pentpa,peraar,pere1,perean,peregu,perexa,phoe1,phoeci,phylac,picr1,picrla,pipe5,pipe6,pipe7,pipe8,pipea1,pipea4,pipeae,pipeau,pipeca,pipeco,pipecu,pipegr,pipehi,pipelo,pipere,pit1ba,pit1di,pit1ma,pit1ru,pla1pi,pla2el,ple1li,pleu2,pleuhe,pleura,pochaq,pochqu,pochse,podogu,podool,pogosp,poso1,posola,poular,pourbi,pourmi,pout17,pout18,pout20,pout21,pout23,pout27,pout28,pout3,pout30,pout4,pout7,pout8,poutb1,poutbu,poutc1,poutca,poutco,poutcu,poutdu,poutf1,poutfo,poutgl,poutle,poutre,poutsc,poutst,poutsy,poutto,presde,pri2co,proccr,protco,protgl,protgu,protpa,protsp,protte,prottr,pse1se,pse2la,pse2sp,pse3fr,psidfr,psyc4,psycac,psycal,psycb1,psycb2,psycc1,psycca,psycch,psycci,psycde,psycel,psycer,psycg3,psycho,psycli,psyclu,psycma,psycpa,psycpo,psycra,psycsa,psycsu,psycum,pter2,pter3,pterac,pterro,qualpo,quar3,quaras,quarob,quarpl,quasam,quetoc,quiisc,rand2,rand3,randar,randfo,randgr,randho,rauvli,rino2,rino3,rino4,rinoap,rinoda,rinohu,rinoli,rinosq,rinosy,rollpi,roupmo,rub6,rudg1,rudgco,rudgpi,ruprco,ruptca,ryansp,sacoov,sacotr,salaju,salape,samasa,sap1sa,sap3,sap4,sap5,sap6,sap7,sap8,sapi2,sapiau,sapila,sapisp,sarcbr,saurla,sch1zo,sch2mo,schipa,sciaex,scleco,sennda,sideco,sidepe,sim1po,simaam,sipa3,sipacu,sipagu,sipapa,sloa5,sloa6,sloa7,sloa8,sloa9,sloala,sloam1,sloam2,sloame,sloate,sloazu,socrex,sola3,solaar,solaex,solaha,solast,soroaf,soropu,spacme,sponcy,sponmo,sponra,stem1,stem3,stemgr,ster2,sterap,stergl,sterre,stylst,swarpa,swars1,swars2,swiema,sympgl,synewa,syzyja,tab1gu,tab1oc,tab1ro,tab2ar,tab2pa,tab2pe,tab2un,tachve,talagl,talasa,taline,talipr,tapigu,tapucu,term1,termam,termob,ternte,tet2pa,tet4jo,tet4ma,tet5eu,tet5go,theobe,theoca,theoch,theosp,thevah,toc1gu,tocopi,tovo1,tovolo,tovost,tovowe,tratas,tratbu,tremin,tremmi,tri2hi,tri2pa,tri2pl,tri2po,tri2qu,tri2se,tri2to,tri2tu,tri4ga,tripcu,tropra,turnpa,turpoc,un1m39,un1m40,un1m41,un2_sh,uniden,unon1,unon2,unon3,unonpa,unonpi,unonth,unonve,urerba,urerca,vantde,vataer,verbla,vernpa,viroel,virogu,viroko,viroma,virome,virose,virosp,virosu,vismba,vismbi,vismje,vismma,viteco,vitecy,voch1,vochfe,vochho,warsco,welfre,wetthi,ximeam,xyl1ar,xyl1bo,xyl1fr,xyl1ma,xyl1se,xyl2ol,zamiel,zantbe,zantp1,zantpr,zantse,zizici,zuelgu,zygi1,zygi2
Barro Colorado Island,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,3,136,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,35,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,5,2,0,8,0,0,71,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,10,0,1,0,0,0,0,86,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,29,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,2,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,33,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,51,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,2,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,4,0,3,0,0,5,0,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,73,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,9,0,14,53,0,0,0,14,0,0,0,0,0,0,0,6,3,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,152,0,10,0,0,4,0,0,0,0,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,15,2,0,0,3,0,0
Campo Chagres,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,0,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,32,0,4,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
